1,2,3,4,5,unique-pepts,Seq-cover,name-prot,name-gene
NaN,NaN,24.0614,23.5161,21.654,8,23.5,Polypyrimidine tract-binding protein 1,PTBP1
NaN,NaN,23.1733,21.69,16.6157,16,17.3,Sodium bicarbonate cotransporter 3,SLC4A7
17.8238,17,24.9126,20.922,17.8642,9,48.9,Eukaryotic translation elongation factor 1 epsilon-1,EEF1E1
NaN,NaN,24.7441,23.1149,NaN,6,9.1,Probable ATP-dependent RNA helicase DDX23,DDX23
NaN,NaN,23.677,22.7944,17.7858,13,49.7,Eukaryotic translation initiation factor 3 subunit M,EIF3M
18.8885,18.0178,23.7411,22.2662,21.5078,8,61.1,Tubulin-specific chaperone A,TBCA
NaN,20.3112,23.4687,23.6588,20.554,9,49.2,Hippocalcin-like protein 1,HPCAL1
NaN,NaN,23.1222,22.6733,NaN,19,19.9,Splicing factor 3B subunit 1,SF3B1
20.2994,NaN,23.0895,23.5218,19.0798,15,46.9,Aspartyl aminopeptidase,DNPEP
NaN,NaN,23.3934,22.9277,22.4725,16,56.9,"Aspartate aminotransferase, cytoplasmic",GOT1
18.8718,19.2102,24.3828,22.7559,21.8758,7,27.3,Tissue factor pathway inhibitor,TFPI
23.2142,24.3563,18.542,NaN,17.5788,8,33.7,Insulin-like growth factor-binding protein 7,IGFBP7
NaN,NaN,24.0305,21.9217,19.5304,9,21.7,U1 small nuclear ribonucleoprotein 70 kDa,SNRNP70
18.4501,17.9749,21.6775,23.4705,21.976,13,67.8,Purine nucleoside phosphorylase,PNP
14.1826,14.2777,23.1918,17.6914,15.5711,29,18.8,Cytoskeleton-associated protein 5,CKAP5
NaN,NaN,24.3919,23.8447,NaN,6,33.1,Epithelial cell adhesion molecule,EPCAM
NaN,21.6605,25.7514,20.8794,NaN,4,29.8,Caveolin-1,CAV1
NaN,17.8063,24.16,22.3001,19.02,9,14.8,Sodium/myo-inositol cotransporter,SLC5A3
17.9089,NaN,23.7988,22.4407,19.5035,9,40.4,EF-hand domain-containing protein D2,EFHD2
19.8175,20.0682,24.8083,21.9665,19.7534,6,28.8,Pleckstrin homology domain-containing family B member 2,PLEKHB2
NaN,NaN,23.7354,20.9004,NaN,12,25,Amyloid-like protein 2,APLP2
NaN,NaN,22.4878,23.7207,18.8332,11,44.9,"Keratin, type I cytoskeletal 18",KRT18
NaN,NaN,23.9944,20.0802,19.9466,12,67.4,Multivesicular body subunit 12B,MVB12B
NaN,NaN,23.4425,21.8503,20.5092,17,26.9,Kinesin-like protein KIF23,KIF23
21.9324,21.098,21.4186,21.531,24.3471,8,60.3,Calmodulin-like protein 5,CALML5
17.2988,17.7154,24.4015,22.0082,18.1616,7,38.4,26S proteasome non-ATPase regulatory subunit 14,PSMD14
18.2581,18.6503,24.6091,21.4622,NaN,6,23.3,Tetraspanin-14,TSPAN14
18.4694,17.3324,24.6781,22.0302,19.6442,11,34.1,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,PPP2R1A
NaN,NaN,NaN,NaN,NaN,8,8.1,Protein HEG homolog 1,HEG1
19.3325,19.1698,24.1179,18.2478,NaN,13,54.7,Connective tissue growth factor,CTGF
NaN,NaN,21.9895,23.6916,18.3671,26,16.7,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,CAD
20.996,20.1407,24.1497,22.9249,21.5104,9,28.5,Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain,CTSA
NaN,NaN,24.2646,20.7686,19.7363,11,31.7,Coronin-1B,CORO1B
20.7345,19.8078,19.69,24.5055,18.559,9,46,Proteasome subunit beta type-8,PSMB8
21.3621,21.9194,23.44,22.6936,22.5019,8,48.8,Ras-related protein Rab-14,RAB14
NaN,19.3828,24.6898,21.679,NaN,6,23.3,Secretory carrier-associated membrane protein 3,SCAMP3
20.9961,20.9077,23.0753,21.5196,19.9974,17,45.1,Protein disulfide-isomerase,P4HB
NaN,NaN,25.8896,24.1902,21.9011,2,5,Charged multivesicular body protein 1b,CHMP1B
16.7851,NaN,23.2358,16.2472,NaN,26,26.7,Unconventional myosin-VI,MYO6
17.8579,17.0547,24.18,22.1049,21.7074,7,19.3,Heterogeneous nuclear ribonucleoprotein A/B,HNRNPAB
NaN,NaN,25.2206,21.847,NaN,7,34.5,High mobility group protein B3,HMGB3
NaN,NaN,24.1137,21.239,19.147,10,26.1,Sorting nexin-1,SNX1
NaN,NaN,24.2838,21.6374,19.1368,7,35.9,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,PPP2CA;PPP2CB
17.139,NaN,22.1925,24.2994,18.9222,15,38.6,Phenylalanine--tRNA ligase alpha subunit,FARSA
NaN,NaN,24.3106,22.7698,21.7306,9,42.9,60S ribosomal protein L23a,RPL23A
NaN,NaN,23.9155,19.9272,17.3963,13,53.3,Cysteine and histidine-rich domain-containing protein 1,CHORDC1
NaN,NaN,24.3613,20.6974,17.8334,11,26.2,Zinc transporter 1,SLC30A1
NaN,NaN,24.3477,22.1553,NaN,7,19,G-protein coupled receptor family C group 5 member C,GPRC5C
17.2026,NaN,24.4399,19.8087,17.852,21,27.7,Golgi apparatus protein 1,GLG1
NaN,NaN,24.5951,24.4714,21.7949,3,26.3,Small nuclear ribonucleoprotein G;Putative small nuclear ribonucleoprotein G-like protein 15,SNRPG;SNRPGP15
NaN,NaN,23.7341,21.8844,21.6021,25,5.4,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5",MACF1
NaN,18.5619,23.6958,NaN,NaN,12,26.6,Matrix metalloproteinase-14,MMP14
22.2374,21.6541,24.7677,21.5573,NaN,4,32.5,Ras-related protein Rab-13,RAB13
16.9182,16.4018,24.2255,21.1521,15.8016,15,50.2,cAMP-dependent protein kinase type II-alpha regulatory subunit,PRKAR2A
NaN,NaN,23.4941,21.9135,15.9034,13,32.3,H/ACA ribonucleoprotein complex subunit 4,DKC1
18.8009,16.4325,17.441,23.3187,NaN,34,19.8,Collagen alpha-1(VII) chain,COL7A1
NaN,NaN,24.3283,19.4,18.117,10,53.1,Leucine-rich repeat-containing protein 57,LRRC57
19.0177,19.3809,24.5161,22.805,20.9276,7,15.6,Membrane cofactor protein,CD46
23.1788,22.645,23.248,19.3719,NaN,18,15.9,Latent-transforming growth factor beta-binding protein 1,LTBP1
19.2655,18.9555,23.0933,22.0612,20.8347,21,40,Protein disulfide-isomerase A4,PDIA4
NaN,NaN,24.0265,23.9999,22.4733,5,24.2,60S ribosomal protein L13,RPL13
NaN,NaN,23.848,22.4118,19.8623,12,27.3,Eukaryotic translation initiation factor 2 subunit 2,EIF2S2
20.5222,21,24.5737,22.0973,NaN,4,18.7,CD82 antigen,CD82
NaN,NaN,25.6841,23.7132,19.7787,1,14.4,Non-histone chromosomal protein HMG-17;High mobility group nucleosome-binding domain-containing protein 3,HMGN2;HMGN3
15.4966,15.0062,24.0189,19.5804,NaN,16,31.8,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,GFPT1
NaN,NaN,NaN,NaN,NaN,11,44.6,F-box only protein 2,FBXO2
NaN,NaN,23.719,17.5403,14.7587,14,23.8,Ephrin type-B receptor 2,EPHB2
NaN,NaN,22.8168,22.3539,NaN,16,25,Tyrosine-protein kinase transmembrane receptor ROR1,ROR1
20.2714,20.3426,22.4687,24.3069,20.7582,6,9.1,"Solute carrier family 2, facilitated glucose transporter member 1",SLC2A1
NaN,19.6541,24.0565,24.3365,22.0195,4,65.2,Small nuclear ribonucleoprotein E,SNRPE
NaN,NaN,23.9301,21.9779,20.5623,6,51.4,Malignant T-cell-amplified sequence 1,MCTS1
21.7922,20.4705,23.6697,21.9305,21.0887,11,28.5,Glucosylceramidase,GBA
NaN,NaN,NaN,NaN,NaN,16,31.2,Signal transducer and activator of transcription 3,STAT3
NaN,NaN,22.6555,23.3651,20.1168,7,45.6,Casein kinase II subunit beta,CSNK2B
22.5042,21.5467,23.2241,22.541,NaN,11,30.2,Cartilage-associated protein,CRTAP
NaN,NaN,24.5806,22.8634,19.903,3,21.2,60S ribosomal protein L21,RPL21
16.4844,16.3307,23.8919,21.1849,17.7175,14,29.2,Coatomer subunit delta,ARCN1
NaN,NaN,23.5608,21.613,20.4387,22,51.9,Kin of IRRE-like protein 1,KIRREL
23.1008,22.522,NaN,NaN,NaN,12,34.2,Olfactomedin-like protein 3,OLFML3
NaN,NaN,24.2306,22.0305,20.1044,13,25.8,FACT complex subunit SSRP1,SSRP1
NaN,16.4457,23.6347,18.809,NaN,22,21.1,Carboxypeptidase D,CPD
18.8106,19.7289,23.7945,20.7455,23.052,5,32.9,Stathmin,STMN1
22.3788,21.0451,22.1664,22.6736,24.2213,7,61.8,Galectin-7,LGALS7
NaN,NaN,23.9058,21.4586,15.9043,20,14.7,THO complex subunit 2,THOC2
NaN,NaN,23.3892,22.368,20.67,13,52.8,Glutaredoxin-3,GLRX3
NaN,NaN,24.9526,22.4298,NaN,4,33.1,"HLA class I histocompatibility antigen, B-7 alpha chain",HLA-B
23.9022,23.5523,NaN,20.0379,NaN,7,36.2,Collagen triple helix repeat-containing protein 1,CTHRC1
NaN,18.9525,23.3865,22.8541,22.014,4,84.3,60S acidic ribosomal protein P2,RPLP2
NaN,NaN,24.4564,20.023,NaN,5,26.5,Gap junction gamma-1 protein,GJC1
20.3818,NaN,24.0038,23.4815,21.1239,5,53.4,Protein S100-A16,S100A16
NaN,NaN,25.3676,21.9333,20.3613,4,37.5,Ras-related protein Rab-10,RAB10
22.3975,NaN,NaN,24.7739,NaN,11,25.7,Deleted in malignant brain tumors 1 protein,DMBT1
NaN,NaN,23.7274,20.5886,18.3251,15,14.2,Eukaryotic translation initiation factor 4 gamma 1,EIF4G1
NaN,NaN,24.3973,18.3545,NaN,14,28.4,Heterogeneous nuclear ribonucleoprotein U-like protein 2,HNRNPUL2
14.987,15.2868,23.4237,15.7014,NaN,23,30.5,Reversion-inducing cysteine-rich protein with Kazal motifs,RECK
24.1707,22.0774,22.0322,21.863,25.1384,3,8.4,Skin-specific protein 32,XP32
NaN,NaN,23.4405,21.0614,19.7745,20,35.5,GMP synthase [glutamine-hydrolyzing],GMPS
NaN,NaN,24.1914,19.8706,NaN,6,49.7,Chromobox protein homolog 5,CBX5
NaN,NaN,24.0252,23.266,22.5181,5,51.3,60S ribosomal protein L30,RPL30
18.2695,19.0998,24.3028,NaN,18.8715,9,39.8,Guanine nucleotide-binding protein G(o) subunit alpha,GNAO1
NaN,NaN,24.8656,19.4137,NaN,4,19.9,Dickkopf-related protein 1;Dickkopf-related protein 2,DKK1;DKK2
NaN,16.1084,19.7953,23.4646,NaN,23,22.1,Latrophilin-2,LPHN2
NaN,NaN,23.0117,20.5287,18.1746,17,38.3,Ran GTPase-activating protein 1,RANGAP1
NaN,NaN,23.5031,18.8461,16.8809,21,31.4,DNA replication licensing factor MCM2,MCM2
24.3635,23.6346,NaN,NaN,NaN,7,23.7,Decorin,DCN
NaN,NaN,22.6445,22.2332,19.4549,14,32.4,Leukotriene A-4 hydrolase,LTA4H
NaN,NaN,24.8232,23.1505,19.1765,2,71.7,Tubulin alpha-1C chain,TUBA1C
NaN,NaN,23.2914,23.1985,20.2342,9,35,Proteasome activator complex subunit 3,PSME3
NaN,NaN,24.5871,22.1831,21.1891,7,53.1,60S ribosomal protein L9,RPL9
19.4988,NaN,24.01,21.7086,20.1093,9,29.7,Cytosolic acyl coenzyme A thioester hydrolase,ACOT7
NaN,NaN,22.8745,17.3759,21.4525,18,43.2,Melanotransferrin,MFI2
NaN,NaN,23.3608,21.5312,16.7204,18,32.3,Receptor-type tyrosine-protein phosphatase alpha,PTPRA
22.8016,21.6686,23.3247,22.7574,24.011,7,58.5,Gamma-glutamylcyclotransferase,GGCT
NaN,NaN,24.184,21.0472,20.301,14,32.2,CD2-associated protein,CD2AP
NaN,NaN,23.3708,20.1741,18.2296,23,49.2,Prolyl endopeptidase,PREP
NaN,NaN,23.4422,19.5873,17.0722,14,37.7,SUMO-activating enzyme subunit 2,UBA2
NaN,NaN,NaN,NaN,NaN,2,7.5,Cysteine dioxygenase type 1,CDO1
NaN,NaN,24.7492,20.1385,NaN,7,52.5,Guanine nucleotide-binding protein G(i) subunit alpha-1,GNAI1
16.5721,NaN,23.2447,18.9834,17.5107,25,26.3,Vigilin,HDLBP
19.3796,19.4058,22.5147,22.1227,20.9953,17,36.3,V-type proton ATPase catalytic subunit A,ATP6V1A
NaN,NaN,25.1272,22.2944,20.6654,5,52.3,Actin-related protein 2/3 complex subunit 5,ARPC5
15.8197,NaN,23.2684,18.6106,16.7132,18,33.9,AP-2 complex subunit alpha-1,AP2A1
19.7117,19.2479,23.594,20.0768,19.589,9,28.3,Retinoid-inducible serine carboxypeptidase,SCPEP1
NaN,NaN,NaN,NaN,NaN,1,33.9,Histone H1.3,HIST1H1D
NaN,NaN,22.8761,20.4713,19.6179,16,33.5,Semaphorin-3A,SEMA3A
22.3082,21.7523,22.6962,23.8441,20.926,11,64.2,Proteasome subunit beta type-2,PSMB2
NaN,17.9705,24.0228,22.8162,20.8794,8,32.5,"Hsp90 co-chaperone Cdc37;Hsp90 co-chaperone Cdc37, N-terminally processed",CDC37
15.0451,16.3509,24.4087,19.3293,16.6266,18,20.7,Protein transport protein Sec31A,SEC31A
NaN,19.3284,23.268,21.3962,20.1126,8,56.6,Vacuolar protein sorting-associated protein 29,VPS29
NaN,NaN,23.7958,22.6169,21.1026,6,24.6,Activator of 90 kDa heat shock protein ATPase homolog 1,AHSA1
NaN,NaN,23.7621,22.0113,20.005,8,58.8,Synaptosomal-associated protein 23,SNAP23
19.633,NaN,24.0921,23.7855,22.8522,4,60.4,Superoxide dismutase [Cu-Zn],SOD1
17.4184,17.461,24.0149,22.4203,NaN,7,51.3,Guanine nucleotide-binding protein G(q) subunit alpha,GNAQ
NaN,15.3551,23.4343,19.045,18.4159,11,53.7,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",DDAH1
NaN,NaN,24.2931,23.6904,21.0371,1,58.8,Histone H3.2,HIST2H3A
20.6739,20.1311,21.6826,22.4759,21.2135,15,30.9,Acylamino-acid-releasing enzyme,APEH
NaN,NaN,NaN,NaN,NaN,13,28.6,Endonuclease/exonuclease/phosphatase family domain-containing protein 1,EEPD1
20.4568,19.8432,25.0506,22.3337,21.8073,3,7.1,Lysosome-associated membrane glycoprotein 2,LAMP2
NaN,NaN,23.2172,23.4659,20.0494,11,15.1,Splicing factor 3B subunit 2,SF3B2
20.4362,20.1493,25.5876,NaN,NaN,2,65.8,Rho-related GTP-binding protein RhoC,RHOC
NaN,NaN,24.2772,NaN,20.311,5,65.2,Tubulin beta-2A chain;Tubulin beta-2B chain,TUBB2A;TUBB2B
NaN,NaN,23.842,18.8289,17.3674,15,35,Sorting nexin-9,SNX9
NaN,NaN,23.8274,24.2841,23.4089,4,16.6,Protein SET;Protein SETSIP,SET;SETSIP
NaN,NaN,23.6199,19.5395,16.4872,14,35.9,ATP-binding cassette sub-family E member 1,ABCE1
17.5104,17.1125,23.3696,20.698,18.9273,15,29.6,Ubiquitin carboxyl-terminal hydrolase 5,USP5
NaN,NaN,23.8087,19.2416,17.0537,9,28.2,Tyrosine-protein kinase Yes,YES1
NaN,NaN,23.7692,24.2777,23.8049,2,30.4,40S ribosomal protein S28,RPS28
NaN,NaN,24.0471,21.0659,17.4584,12,45,"Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed",EIF4A3
16.0445,NaN,23.0855,22.1222,19.4859,12,54.7,Deoxyribose-phosphate aldolase,DERA
NaN,NaN,NaN,NaN,NaN,15,50.3,Atlastin-3,ATL3
NaN,NaN,23.0625,20.3516,16.6161,29,16.9,Nucleoprotein TPR,TPR
NaN,17.4764,22.9178,20.366,19.3871,12,37.4,Vasodilator-stimulated phosphoprotein,VASP
21.4485,21.0614,24.2156,22.5293,23.182,5,11.8,Lysosome-associated membrane glycoprotein 1,LAMP1
18.8756,18.1475,23.111,21.6577,16.5281,13,23.2,Ceruloplasmin,CP
NaN,NaN,23.9441,22.1033,21.132,6,24.5,Aflatoxin B1 aldehyde reductase member 2,AKR7A2
14.763,NaN,23.7198,21.068,16.5965,13,24,Nucleolar RNA helicase 2,DDX21
NaN,NaN,23.8721,22.3858,21.0407,11,33.2,Urokinase-type plasminogen activator;Urokinase-type plasminogen activator long chain A;Urokinase-type plasminogen activator short chain A;Urokinase-type plasminogen activator chain B,PLAU
17.4178,16.756,23.7735,18.4809,16.4055,28,23.6,Laminin subunit beta-2,LAMB2
NaN,NaN,22.9822,21.6306,20.3909,14,56.8,Spermine synthase,SMS
NaN,NaN,23.2217,22.1961,NaN,11,41.7,"Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe",LFNG
22.7889,22.262,21.868,22.0773,22.0706,7,18.7,Haptoglobin;Haptoglobin alpha chain;Haptoglobin beta chain;Haptoglobin-related protein,HP;HPR
NaN,NaN,24.1084,18.3905,16.2956,13,24,Rho GTPase-activating protein 17,ARHGAP17
NaN,NaN,24.193,21.28,16.8907,11,27,SLIT-ROBO Rho GTPase-activating protein 2,SRGAP2
NaN,NaN,NaN,NaN,NaN,2,5.4,Serine incorporator 5,SERINC5
NaN,18.5478,24.6406,20.2479,NaN,9,36.6,Alcohol dehydrogenase class-3,ADH5
NaN,NaN,22.5517,22.5144,20.8971,16,20.4,Insulin-degrading enzyme,IDE
NaN,NaN,NaN,NaN,NaN,1,1.8,F-box only protein 18,FBXO18
22.9362,21.8597,20.2975,21.6996,21.1844,13,29.4,"Glutamate dehydrogenase 1, mitochondrial;Glutamate dehydrogenase 2, mitochondrial",GLUD1;GLUD2
NaN,NaN,23.5824,20.2724,19.5695,11,27.7,Nectin-2,PVRL2
NaN,NaN,24.262,20.5029,17.572,7,36.5,Histone deacetylase 1,HDAC1
NaN,18.5723,24.6778,22.8066,21.1507,2,48.8,Ras-related protein Rab-1A,RAB1A
15.9093,NaN,23.5954,21.4774,18.2228,6,55.6,Myosin light polypeptide 6,MYL6
NaN,18.9983,23.6058,22.0001,19.164,6,64.4,ADP-ribosylation factor 4,ARF4
NaN,17.4958,23.8899,22.4452,19.3912,4,23,Eukaryotic translation initiation factor 4E,EIF4E
NaN,NaN,22.74,17.8331,NaN,27,18.3,Nuclear mitotic apparatus protein 1,NUMA1
NaN,NaN,23.4765,24.3604,21.7737,3,18.6,Serine/arginine-rich splicing factor 2,SRSF2
17.1228,NaN,23.2182,20.9432,17.8328,10,41.8,Eukaryotic translation initiation factor 3 subunit I,EIF3I
NaN,NaN,NaN,NaN,NaN,4,4.5,Conserved oligomeric Golgi complex subunit 1,COG1
NaN,NaN,23.9348,22.3992,20.8205,9,14.8,Matrin-3,MATR3
NaN,NaN,23.8472,21.3988,19.2428,8,39.4,Mitogen-activated protein kinase 1,MAPK1
NaN,NaN,23.7834,17.5333,17.6538,17,29.2,DNA replication licensing factor MCM3,MCM3
22.216,21.1172,21.4423,22.378,17.5965,11,18.1,Prolyl 3-hydroxylase 1,LEPRE1
18.0808,NaN,23.842,21.1637,20.0442,6,28.9,Cation-dependent mannose-6-phosphate receptor,M6PR
23.1013,22.4201,NaN,NaN,NaN,14,30.2,Complement C1r subcomponent;Complement C1r subcomponent heavy chain;Complement C1r subcomponent light chain,C1R
NaN,NaN,23.9172,19.8536,17.7864,11,33.3,AP-2 complex subunit mu,AP2M1
NaN,NaN,24.582,21.3197,17.4037,10,15.5,Anoctamin-6,ANO6
NaN,NaN,23.1049,20.3979,NaN,18,32.4,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1;Alkaline phosphodiesterase I;Nucleotide pyrophosphatase,ENPP1
NaN,NaN,23.9688,21.4511,NaN,15,36.9,Syntaxin-binding protein 2,STXBP2
NaN,NaN,NaN,NaN,NaN,17,19.9,Laminin subunit gamma-2,LAMC2
NaN,NaN,22.7985,21.0756,NaN,18,23.7,Nck-associated protein 1,NCKAP1
15.6497,NaN,23.6206,17.0029,17.6243,17,41.2,Polypeptide N-acetylgalactosaminyltransferase 2;Polypeptide N-acetylgalactosaminyltransferase 2 soluble form,GALNT2
18.0268,18.4943,23.9352,NaN,NaN,10,21.1,Cell surface glycoprotein MUC18,MCAM
NaN,NaN,23.1349,20.5417,19.2861,16,13,Tight junction protein ZO-1,TJP1
NaN,NaN,23.7124,20.5449,19.8027,6,47.1,Translationally-controlled tumor protein,TPT1
NaN,16.7928,23.6816,19.1724,17.5021,14,22,Disintegrin and metalloproteinase domain-containing protein 9,ADAM9
NaN,NaN,23.6583,21.7092,19.7805,9,41.3,Regulator of chromosome condensation,RCC1
NaN,NaN,24.334,17.3311,18.0233,7,15.9,Transmembrane 9 superfamily member 4,TM9SF4
16.9409,NaN,23.7872,19.0508,15.3718,9,26.5,Basic leucine zipper and W2 domain-containing protein 1,BZW1
NaN,NaN,22.8339,21.7476,19.3275,13,33.5,Protein RCC2,RCC2
NaN,NaN,22.8993,20.3243,NaN,20,26.3,Ubiquitin carboxyl-terminal hydrolase 7,USP7
NaN,17.9552,24.5186,21.8334,18.8732,5,24.6,NEDD8-conjugating enzyme Ubc12,UBE2M
NaN,NaN,22.4296,16.0619,NaN,33,19.7,DnaJ homolog subfamily C member 13,DNAJC13
NaN,NaN,24.0226,22.1848,17.7459,9,34.9,Protein FAM49B,FAM49B
NaN,NaN,23.3998,20.3239,19.224,10,55.2,Sepiapterin reductase,SPR
NaN,NaN,24.1465,23.5457,NaN,5,33.3,60S ribosomal protein L36,RPL36
NaN,NaN,24.3842,24.1238,20.9552,2,12.8,60S ribosomal protein L34,RPL34
NaN,NaN,24.0336,21.3423,19.9035,10,39.7,Interleukin enhancer-binding factor 2,ILF2
NaN,NaN,23.9452,23.113,NaN,6,25,Core histone macro-H2A.2,H2AFY2
22.7989,22.3542,20.9433,21.9431,20.3241,9,24.5,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",DLST
NaN,NaN,24.3936,22.7098,21.3439,2,17.4,Macrophage migration inhibitory factor,MIF
NaN,NaN,23.6844,21.0198,18.2017,10,48.7,Protein NDRG1,NDRG1
16.5773,NaN,23.2519,20.4041,NaN,17,25.2,General vesicular transport factor p115,USO1
15.8737,NaN,23.1289,20.7912,17.6908,17,32.9,Signal recognition particle subunit SRP68,SRP68
21.4945,20.2853,22.8211,20.8094,20.487,9,31.1,Serpin H1,SERPINH1
19.3713,18.716,23.3527,21.2985,18.979,8,21.8,Lysosomal Pro-X carboxypeptidase,PRCP
19.046,NaN,24.9543,22.3686,20.1523,7,42,40S ribosomal protein S23,RPS23
NaN,16.2384,23.4846,20.1483,16.8906,12,27.9,Cytoplasmic dynein 1 light intermediate chain 1,DYNC1LI1
NaN,NaN,23.2902,17.6506,NaN,13,25.4,Golgi integral membrane protein 4,GOLIM4
NaN,NaN,23.3756,22.4795,19.2794,12,45,Eukaryotic translation initiation factor 3 subunit J,EIF3J
NaN,NaN,22.988,20.6618,NaN,17,19,Protein scribble homolog,SCRIB
NaN,NaN,23.7735,21.7661,20.8767,7,47.3,Lactoylglutathione lyase,GLO1
NaN,NaN,24.17,21.4772,20.0463,8,38.7,26S proteasome non-ATPase regulatory subunit 4,PSMD4
NaN,NaN,23.3116,21.6187,18.6115,9,42.7,Protein FAM3C,FAM3C
NaN,NaN,23.8276,24.0376,20.7481,2,18.3,Serine/arginine-rich splicing factor 3,SRSF3
24.1327,23.7327,NaN,21.5374,NaN,8,25.7,Protein-lysine 6-oxidase,LOX
NaN,NaN,23.5031,21.31,18.3802,7,39.5,"Acetyl-CoA acetyltransferase, cytosolic",ACAT2
19.9426,19.8633,22.4434,NaN,NaN,24,16.3,Chondroitin sulfate proteoglycan 4,CSPG4
NaN,NaN,23.0072,20.1397,18.2744,14,31.6,E3 ubiquitin/ISG15 ligase TRIM25,TRIM25
NaN,NaN,24.0781,20.0947,19.4918,8,20.3,Cdc42-interacting protein 4,TRIP10
NaN,17.6547,20.8361,20.6057,22.8712,10,35.7,Phosphoserine aminotransferase,PSAT1
NaN,NaN,23.1216,20.9591,18.4376,9,47.2,N-alpha-acetyltransferase 10,NAA10
NaN,NaN,24.127,20.603,NaN,4,62.9,"Dynein light chain 1, cytoplasmic;Dynein light chain 2, cytoplasmic",DYNLL1;DYNLL2
23.2864,22.3296,NaN,NaN,NaN,11,40,Protein Wnt-5a,WNT5A
NaN,NaN,23.0477,21.9997,19.9167,7,54.4,SUMO-conjugating enzyme UBC9,UBE2I
NaN,NaN,23.8245,19.6885,16.0011,8,27.1,Mothers against decapentaplegic homolog 3,SMAD3
NaN,NaN,23.7742,22.0163,20.9431,7,49.5,UMP-CMP kinase,CMPK1
NaN,NaN,23.0849,20.0255,NaN,13,43,Basic leucine zipper and W2 domain-containing protein 2,BZW2
NaN,17.0065,23.8442,18.2997,16.3463,6,31.2,"cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed",PRKAR1A
NaN,NaN,23.2094,21.6238,20.4262,11,22.5,ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y,DDX3X;DDX3Y
22.8858,21.3629,NaN,21.1091,23.8629,4,26,Prolactin-inducible protein,PIP
NaN,NaN,NaN,NaN,NaN,1,3.2,Myosin-14,MYH14
NaN,NaN,23.4706,19.9309,20.5458,7,22.7,Splicing factor U2AF 65 kDa subunit,U2AF2
NaN,NaN,NaN,NaN,NaN,5,32.6,CD70 antigen,CD70
19.9007,18.7641,23.3312,21.5792,21.0524,8,26.5,Tripeptidyl-peptidase 1,TPP1
17.7213,NaN,23.3543,20.865,22.2001,13,33,UDP-N-acetylhexosamine pyrophosphorylase;UDP-N-acetylgalactosamine pyrophosphorylase;UDP-N-acetylglucosamine pyrophosphorylase,UAP1
NaN,NaN,22.3993,18.8759,NaN,33,17.9,Translational activator GCN1,GCN1L1
NaN,NaN,23.0402,23.1075,20.843,7,30.2,Serine/threonine-protein phosphatase 2A activator,PPP2R4
NaN,NaN,23.2917,22.711,20.3767,5,43.1,"Eukaryotic translation initiation factor 1A, X-chromosomal;Eukaryotic translation initiation factor 1A, Y-chromosomal",EIF1AX;EIF1AY
NaN,NaN,24.2563,22.8692,NaN,4,40.7,40S ribosomal protein S15,RPS15
NaN,NaN,24.6108,24.0892,NaN,2,3.2,Histone-lysine N-methyltransferase setd3,SETD3
NaN,NaN,23.6349,22.2115,20.8369,10,44,Protein NDRG3,NDRG3
NaN,NaN,24.5399,23.0403,20.5299,3,31,40S ribosomal protein S27,RPS27
NaN,NaN,23.4476,21.5057,19.5034,11,40.3,Guanine nucleotide-binding protein subunit alpha-13,GNA13
21.7905,21.0983,23.1378,22.3507,21.6801,8,16.9,Calnexin,CANX
NaN,NaN,23.273,22.1627,18.1237,9,44.4,Twinfilin-2,TWF2
NaN,16.2446,22.8786,19.7943,19.0177,10,60.1,Phosphatidylinositol transfer protein beta isoform,PITPNB
NaN,NaN,23.2398,21.9744,NaN,11,26.8,THO complex subunit 1,THOC1
NaN,NaN,23.1734,NaN,19.48,14,33.8,Copine-2,CPNE2
NaN,NaN,23.8378,21.0894,18.6849,7,26.3,Actin-like protein 6A,ACTL6A
NaN,NaN,22.9896,19.9855,19.1764,21,28.2,"Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1",OPA1
NaN,NaN,23.2454,21.607,18.6863,8,39.7,Leucine-rich repeat-containing protein 59,LRRC59
21.9362,20.2979,NaN,21.942,23.2787,6,20.5,Acid ceramidase;Acid ceramidase subunit alpha;Acid ceramidase subunit beta,ASAH1
